"Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"Nesocharis shelleyi","Estrildidae","Passeriformes","5","2","3","0","3","9.0","6.8","4.2","4.7","14.3","43.2","6.4","36.6","14.9","27.0","7.6","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","3.21","7.88","5.99","10.56","31246.10","Extant"
"Nigrita bicolor","Estrildidae","Passeriformes","11","2","3","6","5","10.1","7.1","4.9","4.6","15.3","57.1","9.4","46.6","16.8","41.9","10.5","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-8.69","13.43","1.49","13.91","3277545.30","Extant"
"Nigrita canicapillus","Estrildidae","Passeriformes","25","8","14","3","11","13.5","9.6","6.2","5.8","16.1","68.2","13.9","53.9","20.5","47.9","18.7","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-10.94","10.44","0.06","17.12","3831513.31","Extant"
"Nigrita fusconotus","Estrildidae","Passeriformes","14","4","10","0","9","10.5","7.2","4.0","3.7","13.9","52.6","10.8","41.7","20.5","40.9","9.1","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-9.74","9.95","-0.50","16.98","2969480.86","Extant"
"Nigrita luteifrons","Estrildidae","Passeriformes","10","2","8","0","9","11.1","7.4","4.8","5.1","15.4","58.1","11.0","47.0","19.0","38.4","13.2","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-8.91","8.55","0.16","18.46","2645400.35","Extant"
"Oreostruthus fuliginosus","Estrildidae","Passeriformes","4","0","4","0","4","11.1","7.5","5.8","7.2","21.2","66.6","8.9","57.7","13.3","47.1","18.3","Dunning","NA","NO","NA","NA","Woodland","2","2","Herbivore","Granivore","Generalist","-9.40","-3.32","-5.05","140.92","51165.48","Extant"
"Ortygospiza atricollis","Estrildidae","Passeriformes","5","2","3","0","4","10.3","6.4","4.6","5.7","14.5","51.9","8.9","41.0","17.9","31.0","10.6","Dunning","NA","NO","NA","NA","Grassland","3","1","Herbivore","Granivore","Terrestrial","NA","NA","NA","NA","NA","Extant"
"Ortygospiza fuscocrissa","Estrildidae","Passeriformes","4","2","2","0","4","9.8","6.4","4.6","5.7","14.8","54.2","10.9","43.4","20.0","33.2","11.0","Dunning","NA","NO","NA","NA","Grassland","3","1","Herbivore","Granivore","Terrestrial","NA","NA","NA","NA","NA","Extant"
"Ortygospiza gabonensis","Estrildidae","Passeriformes","5","2","3","0","4","9.7","5.9","4.2","5.2","14.2","47.9","8.2","39.7","17.1","29.8","10.6","Inferred","NA","YES","Body Mass","Ortygospiza atricollis","Grassland","3","1","Herbivore","Granivore","Terrestrial","NA","NA","NA","NA","NA","Extant"
"Ortygospiza locustella","Estrildidae","Passeriformes","4","2","2","0","4","9.1","5.2","3.8","5.0","15.5","44.5","6.4","38.0","14.5","30.0","10.6","Inferred","NA","YES","Body Mass","Ortygospiza atricollis","Grassland","3","1","Herbivore","Granivore","Terrestrial","-20.53","10.34","-10.09","27.21","731202.26","Extant"
"Padda fuscata","Estrildidae","Passeriformes","4","1","2","1","4","14.1","10.2","6.7","8.2","17.7","61.8","13.9","47.8","22.6","49.1","20.7","Dunning","NA","NO","NA","NA","Shrubland","3","1","Herbivore","Granivore","Terrestrial","-10.94","-8.33","-9.28","125.07","24603.86","Extant"
"Padda oryzivora","Estrildidae","Passeriformes","5","2","3","0","4","15.8","11.9","8.7","10.1","18.3","68.7","15.5","53.4","22.5","50.3","24.8","Dunning","NA","NO","NA","NA","Human Modified","3","1","Herbivore","Granivore","Generalist","-8.85","-6.40","-7.57","111.44","99641.61","Extant"
"Parmoptila jamesoni","Estrildidae","Passeriformes","5","3","2","0","4","11.5","7.9","3.9","3.5","14.6","51.2","7.0","44.2","13.6","38.2","9.5","Dunning","NA","NO","NA","NA","Forest","2","2","Carnivore","Invertivore","Insessorial","-3.41","4.24","0.88","25.82","365703.46","Extant"
"Parmoptila rubrifrons","Estrildidae","Passeriformes","3","1","1","1","2","11.3","6.8","3.6","3.2","13.0","46.5","6.4","40.0","13.9","36.5","9.5","Dunning","NA","NO","NA","NA","Forest","2","2","Carnivore","Invertivore","Insessorial","4.60","10.32","6.55","-7.94","97502.69","Extant"
"Parmoptila woodhousei","Estrildidae","Passeriformes","12","3","8","1","4","11.1","7.6","4.1","3.4","13.5","50.2","6.3","43.9","12.6","39.6","9.4","Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Invertivore","Insessorial","-8.88","7.04","1.18","13.21","716141.57","Extant"
"Poephila acuticauda","Estrildidae","Passeriformes","8","3","5","0","4","11.6","8.4","6.4","6.8","14.9","58.9","12.6","45.4","21.8","84.9","14.0","Dunning","NA","NO","NA","NA","Grassland","3","2","Herbivore","Granivore","Generalist","-21.08","-11.00","-16.19","131.63","844828.16","Extant"
"Poephila cincta","Estrildidae","Passeriformes","10","5","5","0","4","11.3","7.7","5.9","6.6","15.1","59.0","13.9","43.9","24.1","37.3","14.9","Dunning","NA","NO","NA","NA","Shrubland","2","2","Herbivore","Granivore","Terrestrial","-23.16","-12.34","-18.25","144.15","495909.79","Extant"
"Poephila personata","Estrildidae","Passeriformes","8","4","4","0","4","11.5","8.6","6.1","7.4","15.1","58.6","14.3","44.9","24.2","52.5","13.0","Dunning","NA","NO","NA","NA","Woodland","3","2","Herbivore","Granivore","Generalist","-21.29","-11.18","-16.09","135.17","972681.31","Extant"
"Pyrenestes minor","Estrildidae","Passeriformes","4","2","2","0","4","11.3","7.9","5.8","8.2","16.2","59.2","9.3","50.0","15.7","53.2","14.0","Updated_literature","BoW","NO","NA","NA","Forest","2","1","Herbivore","Granivore","Generalist","-21.47","-6.42","-13.34","36.04","437153.58","Extant"
"Pyrenestes ostrinus","Estrildidae","Passeriformes","5","2","3","0","5","15.1","10.5","8.4","11.3","18.4","65.4","11.5","53.9","17.6","53.8","22.4","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Granivore","Generalist","-13.88","11.09","-0.36","17.98","4722415.54","Extant"
"Pyrenestes sanguineus","Estrildidae","Passeriformes","6","3","3","0","4","13.6","9.7","7.0","9.7","18.4","60.0","10.6","50.1","17.4","48.3","19.2","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Generalist","4.35","13.97","7.97","-9.00","420440.40","Extant"
"Pytilia afra","Estrildidae","Passeriformes","12","4","6","2","10","11.7","8.0","5.5","5.8","16.0","62.8","11.2","51.9","17.9","35.2","16.6","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Terrestrial","-24.14","9.95","-12.98","27.23","3386528.43","Extant"
"Pytilia hypogrammica","Estrildidae","Passeriformes","5","2","3","0","4","11.9","8.5","5.5","5.4","16.0","55.2","8.2","46.3","15.0","34.2","14.8","Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Granivore","Terrestrial","4.22","11.65","8.17","3.35","818060.77","Extant"
"Pytilia lineata","Estrildidae","Passeriformes","4","1","3","0","4","13.2","8.2","5.6","5.2","16.6","56.5","10.0","46.5","17.7","35.0","14.3","Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Terrestrial","7.04","14.46","10.01","37.40","222730.64","Extant"
"Pytilia melba","Estrildidae","Passeriformes","5","2","3","0","4","13.4","9.1","5.0","5.9","16.7","56.6","5.8","50.7","10.2","47.4","15.4","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Terrestrial","-30.38","17.55","-4.63","27.20","6033419.10","Extant"
"Pytilia phoenicoptera","Estrildidae","Passeriformes","4","2","2","0","3","11.9","7.7","5.3","5.3","15.4","55.2","10.2","45.1","18.4","38.5","14.5","Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Granivore","Terrestrial","1.72","14.73","8.94","7.15","1507011.59","Extant"
"Spermophaga haematina","Estrildidae","Passeriformes","38","16","17","5","17","16.1","11.6","8.7","10.3","21.8","67.7","7.3","58.6","11.1","54.0","23.0","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Insessorial","-5.92","13.49","2.40","9.82","1910654.25","Extant"
"Spermophaga poliogenys","Estrildidae","Passeriformes","4","1","3","0","4","15.2","10.5","6.7","9.2","19.7","67.2","8.3","59.0","12.3","52.0","19.8","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Granivore","Insessorial","-4.86","3.87","0.59","26.49","366771.57","Extant"
"Spermophaga ruficapilla","Estrildidae","Passeriformes","14","6","8","0","9","16.0","11.3","8.6","10.6","21.7","69.3","6.7","62.5","9.7","57.0","23.6","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Granivore","Insessorial","-11.11","5.30","-0.54","27.13","562817.84","Extant"
"Stagonopleura bella","Estrildidae","Passeriformes","8","4","4","0","4","12.3","8.7","6.2","7.0","17.2","57.2","11.0","46.9","19.0","48.5","14.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Generalist","-43.64","-32.59","-37.81","145.82","276741.26","Extant"
"Stagonopleura guttata","Estrildidae","Passeriformes","11","5","6","0","4","10.6","8.1","6.1","6.4","16.2","66.0","17.9","48.8","26.9","39.5","17.6","Dunning","NA","NO","NA","NA","Woodland","3","1","Herbivore","Granivore","Terrestrial","-39.14","-23.36","-32.00","146.31","1457198.69","Extant"
"Stagonopleura oculata","Estrildidae","Passeriformes","10","5","5","0","4","10.8","9.4","5.8","7.3","16.7","55.4","9.8","45.5","17.7","46.9","12.9","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Insessorial","-35.19","-31.23","-33.76","118.20","82318.02","Extant"
"Taeniopygia bichenovii","Estrildidae","Passeriformes","9","3","6","0","4","9.7","6.9","5.2","6.0","13.5","50.9","9.1","42.0","17.8","44.2","9.6","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Terrestrial","-37.80","-11.12","-22.88","141.63","3108066.10","Extant"
"Taeniopygia guttata","Estrildidae","Passeriformes","17","9","8","0","7","10.6","7.1","5.7","6.5","13.3","54.1","11.2","39.2","22.2","35.1","12.0","Dunning","NA","NO","NA","NA","Grassland","2","2","Herbivore","Granivore","Terrestrial","-37.77","-7.56","-25.26","134.38","6357207.40","Extant"
"Uraeginthus angolensis","Estrildidae","Passeriformes","5","3","2","0","4","9.2","7.2","4.7","5.4","12.9","50.4","7.4","43.3","14.7","45.6","9.9","Dunning","NA","NO","NA","NA","Woodland","3","1","Herbivore","Granivore","Terrestrial","-31.60","0.42","-16.50","28.59","3460144.00","Extant"
"Uraeginthus bengalus","Estrildidae","Passeriformes","14","8","6","0","9","10.0","7.5","4.7","5.2","13.9","52.5","8.0","44.5","15.3","53.8","9.9","Dunning","NA","NO","NA","NA","Shrubland","3","1","Herbivore","Granivore","Terrestrial","-14.57","18.41","6.36","20.00","7647838.82","Extant"
"Uraeginthus cyanocephalus","Estrildidae","Passeriformes","5","2","3","0","4","10.9","7.5","5.0","5.6","14.5","54.1","9.2","44.4","17.2","58.0","9.8","Dunning","NA","NO","NA","NA","Desert","3","1","Herbivore","Granivore","Terrestrial","-9.04","5.96","-2.15","36.99","756367.53","Extant"
"Uraeginthus granatinus","Estrildidae","Passeriformes","30","13","16","1","24","9.6","7.9","5.4","5.6","15.9","55.8","7.9","47.8","14.2","65.3","11.8","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Omnivore","Terrestrial","-29.25","-12.73","-20.90","23.50","2368093.88","Extant"
"Uraeginthus ianthinogaster","Estrildidae","Passeriformes","5","2","3","0","4","11.3","8.4","5.7","6.5","15.5","54.2","6.6","47.7","12.1","63.4","14.1","Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Generalist","-8.74","10.84","2.91","40.05","1450518.63","Extant"
"Androphobus viridis","Eupetidae","Passeriformes","5","3","2","0","5","15.5","8.0","3.9","4.6","25.3","63.7","4.9","58.9","7.7","70.8","30.5","Updated_literature","Dunning (2021)","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-5.81","-3.41","-4.41","139.31","53415.99","Extant"
"Eupetes macrocerus","Eupetidae","Passeriformes","8","1","2","5","4","29.2","14.4","4.8","4.8","44.1","98.4","3.8","90.5","4.0","114.6","69.0","Updated_literature","BoW","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-6.17","9.16","1.05","108.22","1103229.89","Extant"
"Psophodes cristatus","Eupetidae","Passeriformes","11","5","5","1","4","14.9","8.5","3.9","6.6","23.7","80.0","8.2","72.6","10.1","95.4","40.7","Dunning","NA","NO","NA","NA","Shrubland","2","1","Omnivore","Omnivore","Terrestrial","-35.20","-23.70","-29.37","141.04","990722.54","Extant"
"Psophodes nigrogularis","Eupetidae","Passeriformes","3","0","2","1","1","23.4","13.0","4.3","7.1","27.9","80.5","9.9","68.1","12.7","116.0","44.5","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","-36.08","-32.99","-34.34","125.45","70357.84","Extant"
"Psophodes occidentalis","Eupetidae","Passeriformes","9","4","5","0","4","15.1","8.9","4.3","6.4","24.0","79.6","10.2","68.3","12.9","104.6","39.6","Dunning","NA","NO","NA","NA","Shrubland","2","1","Omnivore","Omnivore","Terrestrial","-31.30","-18.56","-24.85","127.57","2326926.65","Extant"
"Psophodes olivaceus","Eupetidae","Passeriformes","13","5","5","3","4","23.0","14.9","5.0","7.9","31.5","94.9","6.0","85.4","6.7","133.6","62.4","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-39.48","-15.66","-30.87","149.76","428340.70","Extant"
"Ptilorrhoa caerulescens","Eupetidae","Passeriformes","22","5","17","0","11","24.4","14.0","4.8","5.7","32.4","89.0","9.2","79.9","10.4","92.5","49.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-10.70","-0.34","-4.90","139.89","428044.70","Extant"
"Ptilorrhoa castanonota","Eupetidae","Passeriformes","11","2","9","0","4","27.9","15.2","5.2","6.1","34.6","93.0","10.6","82.1","11.4","97.5","69.7","Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Invertivore","Terrestrial","-10.58","-0.36","-5.25","141.88","246242.69","Extant"
"Ptilorrhoa leucosticta","Eupetidae","Passeriformes","9","2","7","0","3","22.8","11.9","4.4","4.9","32.1","79.7","4.8","74.9","6.0","89.8","49.2","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-10.20","-0.47","-5.15","141.56","235330.78","Extant"
"Calyptomena hosii","Eurylaimidae","Passeriformes","6","2","3","1","4","17.6","10.6","7.8","7.8","26.2","120.2","21.3","97.2","17.9","63.0","92.0","Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Frugivore","Insessorial","-3.35","6.54","2.39","115.31","185043.18","Extant"
"Calyptomena viridis","Eurylaimidae","Passeriformes","12","3","5","4","5","16.6","8.7","6.0","6.0","21.4","97.8","16.5","82.1","16.7","51.6","58.5","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-5.95","16.15","1.69","107.77","1457426.48","Extant"
"Calyptomena whiteheadi","Eurylaimidae","Passeriformes","6","3","2","1","4","18.4","12.1","9.5","8.8","25.5","149.5","26.5","121.9","17.7","86.7","156.1","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-0.16","6.33","2.30","115.31","95505.36","Extant"
"Corydon sumatranus","Eurylaimidae","Passeriformes","15","9","3","3","10","27.4","18.9","20.6","15.7","25.4","131.1","28.1","103.5","21.4","92.1","140.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.95","20.44","6.66","106.24","2209826.90","Extant"
"Cymbirhynchus macrorhynchos","Eurylaimidae","Passeriformes","9","2","3","4","4","26.2","15.7","13.6","12.6","24.8","101.4","21.6","81.7","21.0","83.4","59.4","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-5.95","20.57","3.72","106.77","1727309.50","Extant"
"Eurylaimus javanicus","Eurylaimidae","Passeriformes","7","1","1","5","4","28.6","19.7","16.9","11.5","25.0","103.9","21.6","82.9","20.9","58.8","78.2","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-8.78","20.08","5.46","106.59","2274812.42","Extant"
"Eurylaimus ochromalus","Eurylaimidae","Passeriformes","8","1","7","0","4","20.4","13.7","12.3","8.0","20.5","78.8","18.3","61.0","22.9","47.8","33.3","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-6.17","15.76","1.57","109.44","1128803.82","Extant"
"Eurylaimus samarensis","Eurylaimidae","Passeriformes","5","1","1","3","4","31.6","16.8","19.3","14.4","27.3","129.4","26.3","100.9","20.7","82.0","27.1","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","9.59","12.59","11.26","124.85","22689.04","Extant"
"Eurylaimus steerii","Eurylaimidae","Passeriformes","7","2","5","0","4","22.1","15.0","12.7","8.7","21.4","80.7","17.1","62.1","21.9","56.5","38.7","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","5.56","10.47","7.68","124.80","96675.60","Extant"
"Psarisomus dalhousiae","Eurylaimidae","Passeriformes","13","4","9","0","4","19.5","15.5","12.8","9.8","25.1","101.3","16.4","83.5","17.1","128.1","67.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.48","30.63","18.29","99.95","1318583.00","Extant"
"Pseudocalyptomena graueri","Eurylaimidae","Passeriformes","1","1","0","0","1","11.2","6.8","6.6","4.4","19.1","63.0","13.4","49.6","21.3","38.0","31.8","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Insessorial","-4.60","-0.83","-3.16","28.73","18563.55","Extant"
"Serilophus lunatus","Eurylaimidae","Passeriformes","8","2","3","3","4","15.6","11.1","9.6","6.6","17.5","83.4","15.8","65.7","19.5","59.4","34.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.62","28.38","18.57","100.38","1493438.28","Extant"
"Smithornis capensis","Eurylaimidae","Passeriformes","14","5","8","1","9","16.2","10.4","9.8","5.8","16.1","70.1","11.8","57.7","16.9","51.2","23.2","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-30.81","11.48","-8.09","27.06","3751914.00","Extant"
"Smithornis rufolateralis","Eurylaimidae","Passeriformes","12","4","7","1","4","14.1","9.6","9.8","5.8","15.6","61.1","7.9","51.2","13.4","39.7","19.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.66","9.33","2.08","14.69","1880114.42","Extant"
"Smithornis sharpei","Eurylaimidae","Passeriformes","10","2","8","0","8","17.8","11.5","11.4","7.1","17.5","79.8","12.2","67.7","15.3","51.0","37.5","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.34","7.44","0.67","18.87","498936.69","Extant"
"Eulacestoma nigropectus","Falcunculidae","Passeriformes","4","2","2","0","4","15.2","7.3","3.9","8.4","19.0","69.4","9.2","60.2","13.2","51.8","20.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-9.77","-3.33","-5.37","141.64","88726.70","Extant"
"Falcunculus frontatus","Falcunculidae","Passeriformes","15","7","8","0","4","19.7","10.2","5.4","10.5","20.9","89.8","19.5","72.6","21.1","78.1","27.9","Dunning","NA","NO","NA","NA","Woodland","1","1","Carnivore","Invertivore","Insessorial","-39.48","-14.00","-32.50","144.36","1103930.56","Extant"
"Chamaeza campanisona","Formicariidae","Passeriformes","16","5","9","2","5","24.0","13.3","5.7","6.4","38.2","97.7","13.8","83.2","14.2","63.8","90.6","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-30.16","10.47","-16.34","-55.18","1801868.24","Extant"
"Chamaeza meruloides","Formicariidae","Passeriformes","4","3","0","1","4","18.6","10.6","5.5","5.5","36.7","87.0","11.6","75.4","13.3","72.0","69.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-24.54","-14.00","-22.00","-44.79","103365.42","Extant"
