#downloaded from http://genomics.senescence.info/species/dataset.zip # I have deleted single quotes by hand
HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
02191	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	aristotelis	Shag	1095	1095								1773	0.171	30.6	450	wild	medium	acceptable						450,729,732,820,1143
02192	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	auritus	Double-crested cormorant	730	730	24		4	1		31.15		1817	0.171	22.5	427	wild	large	acceptable			5.6096	1330		427,435,444,445,732,818,820
02193	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	brasilianus	Neotropic cormorant	365	365	26		3.5					1550		12.6	576	wild	small	acceptable						444,445,576
02194	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	carbo	Great cormorant	1460	1460	30		4	1		48.5		3628.8	0.115	27.2	450	wild	small	acceptable						444,445,450,732,1143
02195	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	pelagicus	Pelagic cormorant	730	730	22		4			35		2041.2		17.8	576	wild	small	acceptable						444,445,576
02196	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	penicillatus	Brandts cormorant	730	730	30		3	1		33		2426		18	576	wild	medium	acceptable						444,445,576
02197	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	bassanus	Northern gannet	730	1095	43		1	1		80		2950	0.102	37.4	450	wild	medium	acceptable						444,445,450,729,732
02198	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	serrator	Australian gannet										2350		33	1	wild	medium	acceptable						1,820
02199	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	dactylatra	Masked booby	1461	1461	43		1.5			52.2		1739.2	0.081	25.5	427	wild	large	acceptable			5.5209	1289		427,444,445,510,732,820
02200	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	granti	Nazca booby										1754		21	320	wild	medium	acceptable						320,820,1143
02201	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	leucogaster	Brown booby	1278	1278	41		2	1				1134	0.113	27.2	427	wild	medium	acceptable						427,444,445,732
02202	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	nebouxii	Blue-footed booby			41		2					1530		18	444	wild	medium	acceptable						444,1143
02203	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	sula	Red-footed booby	730	730	44		1	1		40		1017	0.064	23	1	wild	medium	acceptable						1,444,445,732
02204	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	solitarius	Solitary tinamou										1390.5		15	1	captivity	tiny	acceptable						1,820
02206	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Caspiomyzon	wagneri	Caspian lamprey										113.3		4	454	wild	medium	acceptable						454
02207	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Entosphenus	tridentatus	Pacific lamprey										275		9	1	wild	medium	acceptable						1,454
02208	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	danfordi	Carpathian lamprey												8	454	wild	medium	acceptable						454
02209	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	mariae	Ukrainian brook lamprey												8	454	wild	medium	acceptable						454
02210	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	castaneus	Chestnut lamprey												8	454	wild	medium	acceptable						454
02211	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	greeleyi	Mountain brook lamprey												6	440	unknown	medium	acceptable						440
02212	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	unicuspis	Silver lamprey												8	454	wild	medium	acceptable						454
02213	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	aepyptera	Least brook lamprey												8	454	wild	medium	acceptable						454
02214	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	fluviatilis	Lamprey	2250	2250								82.5		10	454	wild	medium	acceptable						454
02215	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	planeri	European brook lamprey	1916	1916										7	454	wild	medium	acceptable						454
02216	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	appendix	American brook lamprey												5	454	wild	medium	acceptable						454
02217	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	camtschaticum	Arctic lamprey	1642	1642										7	454	wild	medium	acceptable						454
02218	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	kessleri	Siberian brook lamprey												7	454	wild	medium	acceptable						454
02219	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	reissneri	Far eastern brook lamprey												4	454	wild	medium	acceptable						454
02220	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	zanandreai	Po brook lamprey	1916	1916										6	454	wild	medium	acceptable						454
02221	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon	marinus	Sea lamprey	3193	3193								1375		9	454	wild	medium	acceptable						454,520
02223	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	acronotus	Blacknose shark	1369	1003			3.9		730			10395		19	822	wild	medium	acceptable						454,822
02224	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	amblyrhynchos	Grey reef shark	2190				4.1		730			18535		25	822	wild	medium	acceptable						454,822
02225	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	brachyurus	Copper shark	7610	5840			16.6		730			167530		34.5	822	wild	medium	acceptable						454,822
02226	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	brevipinna	Spinner shark	3285				8.5		730			49335		19	822	wild	medium	acceptable						454,822
02227	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	cautus	Nervous shark	2190				4.2		730					16.4	822	wild	medium	acceptable						822
02228	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	falciformis	Silky shark	2920	2646			6.5		730			190300		23	822	wild	medium	acceptable						454,822
02229	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	galapagensis	Galapagos shark	2829	2555			8.7		730			47025		24	454	wild	medium	acceptable						454,822
02230	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	isodon	Finetooth shark	1570	1423			4		730					8	822	wild	medium	acceptable						454,822
02231	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	leucas	Bull shark	6570	6296			9.8		730			174075		32	822	wild	medium	acceptable						454,822
02232	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	limbatus	Blacktip shark	2555				4.6		730			67540		12	822	wild	medium	acceptable						454,822
02233	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	longimanus	Oceanic whitetip shark	1825				6.1		730			92070		22	822	wild	medium	acceptable						454,822
02234	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	obscurus	Dusky shark	7482	7391			10		1095			190575		35	822	wild	medium	acceptable						454,822
02235	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	plumbeus	Sandbar shark	5110	5231			7.9		730			65000		32		unknown	medium	acceptable						454,523,822
02236	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	porosus	Smalltail shark	2190	2190			4.5		365					24	822	wild	medium	acceptable						454,822
02237	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	signatus	Night shark	3650				11.1		730			42185		31.7	822	wild	medium	acceptable						454,822
02238	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	sorrah	Spot-tail shark	912				3.1		365			15400		8	822	wild	medium	acceptable						454,822
02239	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	tilstoni	Australian blacktip shark	1277	1277			3		365			28600		12	822	wild	medium	acceptable						454,822
02240	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Galeocerdo	cuvier	Tiger shark	2555	1825			31.5		730			444070		50	822	wild	medium	acceptable						454,822
02241	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Negaprion	brevirostris	Lemon shark	4636				7.4		730			101035		20	822	wild	medium	acceptable						454,822
02242	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Prionace	glauca	Blue shark	2190				30		365			113245		20	822	wild	medium	acceptable						454,822
02243	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	acutus	Milk shark										2750		8	454	wild	medium	acceptable						454
02244	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	taylori	Australian sharpnose shark	365				4.5		365					7	822	wild	medium	acceptable						454,822
02245	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	terraenovae	Atlantic sharpnose shark	948	803			4.4		365			3987.5		10.2	822	wild	medium	acceptable						22,454,822
02246	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Scoliodon	laticaudus	Spadenose shark												6	454	wild	medium	acceptable						454
02247	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Triaenodon	obesus	Whitetip reef shark	2920									10065		25	1	wild	medium	acceptable						1,454
02248	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	canicula	Small-spotted catshark	2791	1642			45.5		365			726		12	822	wild	medium	acceptable						454,822
02249	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	stellaris	Nursehound												19	1	wild	medium	acceptable						1
02250	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Sphyrna	lewini	Scalloped hammerhead	1460	1387			20.1		365			83820		35	822	wild	medium	acceptable						454,822
02251	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Sphyrna	tiburo	Bonnethead shark	1058	857			10		365			5940		6.5	822	wild	medium	acceptable						454,822
02252	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Furgaleus	macki	Whiskery skark	2372	1642			19		730			7095		11.5	822	wild	medium	acceptable						454,822
02253	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Galeorhinus	galeus	Tope shark	4615				24.9		1095			24585		55	822	wild	medium	acceptable						454,822
02254	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Hemitriakis	japanica	Japanese topeshark												15	1	wild	medium	acceptable						1
02255	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	antarcticus	Gummy shark	2336	1715			16		365			16940		16	822	wild	medium	acceptable						454,822
02256	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	californicus	Gray smoothhound	766	584			9.5		365					9	822	wild	medium	acceptable						454,822
02257	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	canis	Dusky smooth-hound	1606	748			9.5		365			6710		16	822	wild	medium	acceptable						454,822
02258	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	griseus	Spotless smooth-hound	2062	2190										9	454	wild	medium	acceptable						454
02259	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	henlei	Brown smoothhound	2062	1131			4.5		365					13	822	wild	medium	acceptable						454,822
02260	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	lenticulatus	Spotted estuary smooth-hound	1460	1435			10.7		365					19.5	822	wild	medium	acceptable						454,822
02261	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	manazo	Starspotted smooth-hound	1085	772			7.5		365			3146		10	822	wild	medium	acceptable						454,822
02262	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	mustelus	Smooth-hound	4927	2737			11.5		365					24	822	wild	medium	acceptable						454,822
02263	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Triakis	semifasciata	Leopard shark	4745	2555			15		365			10110		30	822	wild	medium	acceptable						22,454,822
02264	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	capensis	Cape elephantfish	1533	1204			22		365			2887.5		12	822	unknown	medium	acceptable						454,822
02265	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	milii	Elephant fish	1642	1095			13		365					6	822	wild	medium	acceptable						454,822
02266	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Chimaera	monstrosa	Rabbitfish	4181				22		365			1375		29.4	822	wild	medium	acceptable						454,822
02267	Animalia	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	francisci	Horn shark												12	1	wild	medium	acceptable						1
02268	Animalia	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	galeatus	Crested bullhead shark												12	1	wild	medium	acceptable						1
02269	Animalia	Chordata	Chondrichthyes	Hexanchiformes	Notorynchidae	Notorynchus	cepedianus	Broadnose sevengill shark		5840			88.5		730			58850		49	822	wild	medium	acceptable						454,822
02270	Animalia	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	pelagicus	Pelagic thresher shark	3139	2737			2		365					29	822	wild	medium	acceptable						454,822
02271	Animalia	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	superciliosus	Bigeye thresher	4690	3650			2		365			200090		21	822	wild	medium	acceptable						454,822
02272	Animalia	Chordata	Chondrichthyes	Lamniformes	Cetorhinidae	Cetorhinus	maximus	Basking shark	4197	2920								2.2e+06		32	1	wild	medium	acceptable						1,454
02273	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Carcharodon	carcharias	Great white shark		3285			6		730			1.87e+06		50	822	wild	medium	acceptable						22,454,822
02274	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Isurus	oxyrinchus	Shortfin mako	5475				12.5		1095			278190		25	822	wild	medium	acceptable						22,454,822
02275	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Lamna	ditropis	Salmon shark	2738				4.5		365			96250		20	822	wild	medium	acceptable						454,822
02276	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Lamna	nasus	Porbeagle	4745				4		365			126500		30	822	wild	medium	acceptable						454,822
02277	Animalia	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	taurus	Sand tiger shark	2500	1642			2		730			87340		12	822	wild	medium	acceptable						454,822
02278	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	americana	Southern stingray	2008				4.2		365			74580		18	822	wild	medium	acceptable						454,822
02279	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	chrysonota	Blue stingray	2555				6.2		365					10	822	wild	medium	acceptable						822
02280	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	dipterura	Diamond stingray	3468				2		365					28	822	wild	medium	acceptable						822
02281	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	pastinaca	Common stingray	1350				6.2		365					21	520	captivity	medium	acceptable						520,822
02282	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Pteroplatytrygon	violacea	Pelagic stingray	1095				4.5		365					24	822	wild	medium	acceptable						822
02283	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Mobulidae	Manta	birostris	Giant manta	2190									1.65e+06		20	454	wild	medium	acceptable						454
02284	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Aetobatus	flagellum	Longheaded eagle ray	2190				3.5		365			7645		16	822	wild	medium	acceptable						454,822
02285	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	californica	Bat ray	1825	1095			3.8		365			45155		24	822	wild	medium	acceptable						454,822
02286	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Rhinopteridae	Rhinoptera	bonasus	Cownose ray	2190				1.1		365					15.5	822	wild	medium	acceptable						822
02287	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Trygonoptera	mucosa	Western shovelnose stingaree	1825				1.1		365					16	822	wild	medium	acceptable						822
02288	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Trygonoptera	personata	Masked stingaree	1460				1.2		365					14	822	wild	medium	acceptable						822
02289	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Urolophus	lobatus	Lobed stingaree	1095				1.3		365					14	822	wild	medium	acceptable						822
02290	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Urolophus	paucimaculatus	Sparsely-spotted stingaree	1460				2.5		365					12	822	wild	medium	acceptable						822
02291	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Ginglymostomatidae	Ginglymostoma	cirratum	Nurse shark										60280		25	1	wild	medium	acceptable						1,454
02292	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	plagiosum	Whitespotted bambooshark												25	1	wild	medium	acceptable						1
02293	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Rhincodontidae	Rhincodon	typus	Whale shark	6935	6935			300		730			1.87e+07		54	822	wild	medium	acceptable						454,782,822
